gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,35.45,35.45
1,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,20.0,417.7
0,1,0,0,14,1,1,2,0,0,1,0,0,0,0,1,2,80.35,1058.1
0,0,0,0,8,1,1,2,1,0,0,1,1,1,0,1,2,103.35,847.3
1,0,0,0,17,1,1,2,0,0,1,1,0,0,1,0,0,86.75,1410.25
1,0,0,0,10,1,1,2,0,1,1,0,0,1,0,1,0,95.25,1021.55
0,0,1,0,48,1,1,1,0,0,1,1,0,1,1,1,1,69.55,3435.6
1,0,0,0,29,1,0,1,0,0,1,0,0,0,0,0,2,48.95,1323.7
0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,1,0,34.7,62.25
1,0,0,0,42,1,0,0,0,0,0,0,0,0,1,1,1,19.55,839.4
1,0,1,0,60,1,1,0,0,0,0,0,0,0,1,0,2,24.15,1505.9
1,1,0,0,5,1,0,2,0,0,0,0,0,0,0,1,1,70.25,331.9
0,1,0,0,28,1,1,1,0,1,1,1,0,0,0,0,2,64.45,1867.6
1,1,1,1,8,1,0,2,0,0,0,0,1,0,0,1,3,80.45,583.45
1,0,1,0,24,1,0,1,1,0,0,1,1,1,1,0,2,74.4,1712.9
1,0,0,0,13,1,0,0,0,0,0,0,0,0,1,1,0,19.95,253.8
0,1,0,0,31,1,1,2,0,0,0,0,0,0,0,1,0,73.9,2217.15
1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,1,20.35,176.3
0,0,0,1,3,1,0,1,1,0,0,1,0,0,0,1,1,55.1,154.65
0,0,0,0,60,0,2,1,0,1,0,0,1,1,0,1,0,50.8,3027.4
0,0,0,0,30,0,2,1,0,0,0,1,0,1,1,1,3,40.35,1187.05
0,0,1,1,66,1,0,1,0,0,0,1,0,0,1,1,3,49.4,3251.85
0,0,1,1,65,1,0,1,1,1,1,0,0,0,1,0,2,61.35,3874.1
0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,1,1,29.15,110.05
1,0,1,0,72,1,1,1,1,1,1,1,0,0,2,1,2,67.8,4804.65
0,0,1,0,72,1,1,2,1,1,1,1,0,0,2,1,2,97.0,7104.2
1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,20.4,42.9
1,0,0,0,15,1,1,2,0,0,0,0,1,1,0,1,0,93.35,1444.65
0,0,0,0,21,1,0,2,0,1,1,1,1,1,1,1,1,104.55,2239.4
1,1,1,0,29,1,1,2,0,0,0,0,1,1,0,1,0,94.45,2653.65
1,0,0,0,41,1,1,2,0,1,1,0,1,1,0,1,0,104.7,4346.4
0,0,0,1,10,0,2,1,1,1,0,1,0,0,1,0,1,40.25,411.45
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,3,44.6,80.55
1,0,0,0,69,1,1,2,0,0,1,1,1,1,2,1,2,106.5,7348.8
1,1,0,0,3,1,1,2,0,1,1,0,1,1,0,1,0,105.0,294.45
1,0,0,0,68,1,1,0,0,0,0,0,0,0,2,1,2,24.15,1498.85
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,19.4,93.4
1,0,1,1,50,1,1,1,1,0,0,1,1,0,2,1,3,70.5,3486.65
0,1,0,0,33,1,1,2,0,1,1,1,1,1,0,1,0,110.45,3655.45
1,0,0,0,26,1,0,2,0,1,0,0,1,0,0,1,0,85.75,2146.5
1,0,0,1,39,1,1,0,0,0,0,0,0,0,2,0,1,25.0,1004.35
0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,2,50.55,235.65
0,0,1,1,24,1,1,2,0,1,1,0,0,0,1,0,2,83.15,2033.05
1,0,1,1,72,1,1,2,1,1,1,1,1,1,2,0,2,114.55,8306.05
0,0,0,0,29,1,0,0,0,0,0,0,0,0,1,0,1,20.35,617.35
0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,75.55,75.55
1,0,1,0,68,1,1,0,0,0,0,0,0,0,2,0,2,25.25,1728.2
0,0,0,1,4,1,1,2,0,1,1,0,0,0,0,0,2,84.05,333.55
0,0,1,1,51,0,2,1,1,0,0,1,0,0,2,0,2,34.2,1782.0
1,0,0,1,23,1,0,1,0,1,0,1,0,0,0,0,0,54.15,1312.45
1,1,1,0,65,1,0,2,0,0,0,0,0,0,1,1,2,70.95,4555.2
0,1,0,0,15,1,0,2,0,1,0,0,0,0,0,1,3,75.3,1147.45
0,0,1,1,36,1,1,1,1,1,1,1,1,1,2,1,3,92.9,3379.25
0,0,1,1,10,1,0,1,0,1,1,0,0,1,1,1,1,65.9,660.05
1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.7,74.7
0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,44.87733393677768,83.74018803478349
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,79.59871581283858,152.68579822509375
1,1,0,0,9,1,1,2,0,0,1,0,0,1,0,1,0,95.5247256902296,916.6005906979427
1,0,0,0,43,1,1,2,0,1,0,0,1,0,0,1,0,101.20864028435133,4531.608497495089
1,0,0,0,12,1,1,2,0,0,0,0,0,1,0,1,0,92.83826400058592,1145.4775733582765
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,20.529286585463176,20.529286585463176
0,0,0,0,29,1,1,2,0,0,0,0,1,1,0,0,2,94.82974308547372,2865.822815344293
0,0,0,1,3,1,1,2,0,0,0,0,0,1,0,0,0,90.26472876828367,258.7915655785053
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.59637912231161,30.32859518830198
0,0,0,0,11,1,0,2,0,0,0,0,1,1,0,1,0,97.7798394492009,1063.1679036695205
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,45.56054617506998,192.55793590596312
0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,1,0,79.30628070044838,244.37925535685088
0,0,0,0,42,1,1,2,0,0,1,0,1,1,0,1,0,104.08066445357238,4407.6440893882245
0,0,0,0,2,1,1,2,0,0,0,0,1,1,0,1,0,94.84255534021896,178.7931840762446
0,0,0,0,28,1,0,2,1,0,0,0,1,1,0,0,2,95.45390554081823,2650.239957819146
1,0,1,0,56,1,1,2,1,0,1,0,0,0,1,0,1,103.90708550399323,5793.56182377534
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,20.272022471775756,20.272022471775756
0,0,0,0,59,1,0,2,0,0,0,0,1,0,1,1,1,96.27758745391749,5660.667423747942
0,0,0,0,19,1,1,2,0,0,0,0,0,0,0,0,0,85.14592854307806,1599.6249275686744
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.188919841029698,20.188919841029698
0,0,0,0,33,1,0,2,0,0,0,0,1,0,0,1,0,95.77313270011885,3036.7280176637337
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,45.025587401453755,96.79969448653463
1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21.21006634013134,215.70338352718932
0,0,0,0,17,1,1,2,0,0,0,0,0,0,0,1,0,91.39984940607903,1614.185880157878
0,0,0,0,11,1,1,2,0,0,0,0,1,1,0,1,0,99.76070573431593,1132.0164847204742
0,0,0,0,47,1,0,2,0,1,0,0,1,0,0,0,0,92.49219118921306,4378.295559090221
0,0,0,0,26,1,1,2,1,1,0,0,0,0,0,1,0,92.19756346555965,2489.204422778516
0,0,0,0,47,1,1,2,0,1,1,0,1,1,0,1,0,109.34941278633718,5124.246786770044
0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,53.604122045636856,379.36399596480436
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,54.51417233193689,54.51417233193689
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,44.59056949446196,44.59056949446196
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,79.23808693385308,245.64846390790595
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,70.39536457055671,139.26386154691022
0,0,0,0,11,1,1,2,0,0,0,0,1,1,0,1,0,101.76125741525131,1143.8826065522762
1,0,0,0,34,1,0,2,0,0,0,0,1,0,0,1,0,85.52778328410247,3030.210196338676
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1,49.94029249209765,442.3567330725334
0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,70.90825567689501,70.90825567689501
0,0,0,0,5,1,0,1,0,0,1,0,1,0,0,0,1,68.1741362334962,349.8837469949357
1,0,1,0,58,1,1,2,0,0,1,0,1,0,0,1,0,97.6352607521627,5787.443279466353
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,80.59560475877564,80.59560475877564
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.8905589156017,69.8905589156017
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.3,45.3
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,51.4842635600876,186.86192855089485
1,0,0,0,69,1,0,2,0,1,1,1,1,1,1,1,2,107.46248341082698,7306.087716709994
0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,28.32574947755663,81.21910509426604
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,76.11380502177013,143.40898069566072
0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,32.747456503509845,63.172306978241586
0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,1,2,51.88364968645442,2075.3614150831186
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,79.82852839996961,79.82852839996961
0,0,0,0,6,1,0,2,0,0,0,0,0,1,0,1,0,82.18451469472433,520.7952941267556
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,47.37417564629588,224.13777394149122
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,82.36863788586483,164.89803295865144
1,0,1,0,51,0,1,1,0,0,0,0,1,0,0,0,0,53.20721044826459,2570.788867851196
0,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,86.41875412045732,830.8714257459721
1,0,0,0,8,1,0,2,0,0,0,0,0,1,0,1,0,89.2110099474651,743.8266050078462
0,0,0,0,52,1,1,1,0,1,1,1,0,1,1,1,2,103.27868206893149,5303.266809510736
1,0,0,0,46,1,1,2,0,0,0,0,0,0,0,0,1,89.98789396960335,4256.631540342743
0,0,0,0,6,1,1,2,0,0,0,0,0,0,0,1,0,77.54522743895441,506.58234428763654
0,0,0,0,16,1,0,2,0,0,0,0,1,0,0,1,0,89.35486523359792,1496.3516842277234
1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,50.080206089359194,50.080206089359194
1,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,72.27428932869643,539.0724021037103
1,0,0,0,24,1,1,2,0,1,0,0,1,0,0,1,1,89.68743103974053,2287.213263441403
0,0,1,0,53,1,0,2,0,0,1,0,1,1,0,1,1,105.09131692679946,5775.590820227924
1,0,1,0,31,1,1,1,0,0,1,0,1,1,0,1,0,93.79274851057258,3003.6054356120076
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,22.1532206680667,49.6495498875786
0,0,1,0,6,1,0,2,0,0,0,0,0,0,0,1,0,72.15610988323161,467.9966947989129
0,0,1,0,16,1,0,2,0,0,0,0,1,0,0,0,0,92.76881564059428,1576.1944181002586
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,30.594894938889112,139.42151087675848
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19.55927097358794,19.55927097358794
0,0,0,0,68,1,1,2,1,1,1,1,1,1,1,0,2,117.0216105304861,7957.602704969382
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,70.79034040939992,70.79034040939992
0,0,0,0,5,1,0,2,0,0,0,0,1,0,0,1,0,90.89523508327548,455.436509944483
0,0,0,0,16,1,0,2,0,0,0,0,0,0,0,0,2,93.07551705549614,1573.769157191391
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.91090861259717,69.91090861259717
0,0,0,0,42,0,2,1,0,1,0,0,1,0,0,1,0,53.664797230822245,2109.6217530797135
0,0,0,0,14,0,2,1,0,0,0,0,0,1,0,1,0,40.29646265405679,537.0493812557019
0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,76.71795422513988,156.2050830373767
0,0,1,1,18,0,0,1,0,0,0,0,0,0,0,1,0,62.61708425194891,1153.2694311521516
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,70.11490554826386,70.11490554826386
0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,71.6713308020169,450.2505274963634
0,0,1,0,24,1,1,2,0,0,1,0,1,1,0,1,0,104.67203670453499,2544.2166091468875
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,46.10446529950812,46.10446529950812
0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,73.83050339503149,325.1909890768552
0,0,0,0,10,0,2,1,0,1,0,0,0,0,0,0,1,31.72552019778125,305.43915420872077
0,0,0,0,12,1,0,2,0,0,0,0,0,1,0,0,1,79.03509015310706,948.4539410400045
0,0,0,0,70,1,1,2,1,1,1,1,1,1,1,0,2,115.24987886341653,8037.852664563889
1,0,0,0,10,1,0,2,0,0,0,0,0,0,0,1,0,79.08466524956762,793.4982430346472
0,0,1,0,12,1,0,2,0,1,0,0,0,1,0,1,0,100.85870657537637,1218.1216929118666
1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.4,74.4
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,70.39251321652259,70.39251321652259
1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,24.429720200172152,24.429720200172152
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,3,78.96967281139294,217.36732085840694
1,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,74.59613688403809,544.5859087439745
1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,43.67896734083627,80.55348508795664
0,0,0,0,9,0,1,1,0,0,0,0,1,0,0,0,0,50.424375501839386,444.1153840968011
1,0,1,0,68,1,1,2,0,1,1,0,1,1,0,1,0,105.00112301773436,7311.133168265995
0,0,0,0,58,1,0,2,1,1,1,0,1,1,1,1,0,107.8670097878336,6145.235962425272
0,0,0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,101.21941434433856,101.21941434433856
1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,89.0696041453922,89.0696041453922
1,1,1,0,13,1,0,2,0,0,0,0,0,0,0,1,0,93.54411765476617,1233.6273153943455
1,0,0,0,54,1,0,2,1,0,0,0,1,1,0,1,2,104.25187910930188,5638.937984720241
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,80.25582291729171,220.92616320798717
1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,48.41100302165209,510.72257649310876
0,0,0,0,18,1,0,2,1,0,0,0,0,0,0,0,0,89.71761757819955,1589.255324724638
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,78.6812768563162,149.92592917945097
1,0,0,0,29,1,0,2,0,1,0,0,0,0,0,1,0,82.80555682717768,2436.1051659708723
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.99255904567955,45.99255904567955
0,0,0,0,11,0,1,1,0,0,0,1,1,0,0,0,2,53.46093659195683,606.0001235140378
0,0,0,0,32,1,0,1,0,0,0,1,0,0,0,1,1,75.44333739338602,2404.8165540077234
0,0,0,0,6,0,2,1,0,1,0,0,0,1,0,1,2,41.21429039584686,294.59319023004247
0,0,1,0,29,1,1,2,0,0,0,1,1,0,0,1,3,96.250814667235,2806.7651130098707
0,0,0,0,13,1,1,2,0,0,0,0,1,1,0,1,0,106.28474737194695,1363.7880722407801
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,44.8283817589382,128.914249976939
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.76116474873183,69.76116474873183
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.749968225474795,45.749968225474795
1,0,0,0,43,1,1,2,0,0,0,0,0,0,0,0,2,89.51402600254806,3697.0258833321004
1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,82.42053093080028,181.26297474721468
0,0,0,0,31,1,1,2,0,0,0,0,0,0,0,0,1,91.40339613337582,2854.252713232537
0,0,0,0,9,1,0,2,0,0,0,0,1,0,0,1,0,93.84844786611235,829.5511184069416
0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,42.422851963485314,42.422851963485314
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.41130137097656,134.58145255605896
1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,84.77312501798598,84.77312501798598
0,0,0,0,23,1,1,2,0,0,0,0,0,0,0,1,0,89.59388815913073,2105.3686864382976
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,20.822395715826193,33.59074707358463
0,0,0,0,38,1,1,2,0,0,0,0,0,0,0,1,0,94.09381276506839,3581.924091151261
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,20.86761180074041,113.69294349508202
0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,75.17673014485783,157.4891004828594
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,70.02985557292108,70.02985557292108
1,0,1,0,66,1,0,2,0,1,1,1,1,1,1,1,0,110.70839532949483,7496.249881751608
0,1,0,0,15,1,1,2,0,0,0,0,1,0,0,1,0,87.35117014786469,1281.8000628793825
0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,1,72.75555769896972,527.5946212418762
0,0,0,0,46,1,1,2,0,0,0,0,0,0,0,1,0,92.39023857214121,4365.474399565141
0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,2,54.57701845257981,758.1298681154578
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,20.221433654464033,20.221433654464033
0,1,0,0,8,1,1,2,0,0,0,0,0,1,0,0,0,97.68522941520524,782.5208592081868
0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,1,71.93032144954249,528.0667286746406
0,0,0,0,50,1,0,2,0,0,0,0,0,1,0,1,0,86.93726040733405,4342.365129338327
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,75.39393101170977,75.39393101170977
1,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,0,49.596939739955026,168.6477542340405
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,19.873299721292927,141.35032824972933
0,0,0,1,64,1,1,2,0,0,0,0,0,1,1,1,1,97.68402489242473,6382.952861591907
1,0,1,0,52,1,0,2,0,1,0,0,1,1,0,1,2,95.3710129995707,4864.63366987627
0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,79.23070195352875,79.23070195352875
0,0,0,1,4,1,0,2,0,0,1,0,1,1,0,0,1,98.92988729524144,393.4702203703242
0,0,0,0,45,1,1,2,0,0,0,0,0,0,0,1,2,89.08810551916339,4017.232871406753
0,0,0,0,19,1,0,1,0,1,0,0,0,0,0,0,2,73.49974325714722,1424.4324307858276
0,0,1,0,13,1,0,2,0,0,0,0,1,1,0,0,0,95.19608304092822,1233.5652175353728
0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,0,89.4971353471342,454.57428037822694
0,0,0,0,27,1,1,2,0,0,0,0,0,1,0,1,0,95.03923827626109,2732.065413697021
0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.33779642461482,74.33779642461482
0,0,0,0,12,0,2,1,0,0,0,0,0,1,0,1,0,43.199902348606734,528.3054963952364
1,0,0,0,19,1,0,2,0,0,0,0,1,1,0,1,0,99.52148407842762,1930.3746679469534
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,79.44626480697404,79.44626480697404
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,53.43995124640943,188.85665093986856
0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,25.490613863739753,25.490613863739753
0,0,0,0,15,1,0,2,0,0,0,0,0,0,0,1,1,76.17864997475074,1171.7709825633085
0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,83.89754063435008,523.439934994959
0,0,0,0,57,1,0,2,0,0,1,0,1,0,1,0,0,95.14810729632008,5464.383420252
0,0,0,0,11,1,0,2,0,0,0,0,1,1,0,0,0,95.45852322484008,1115.5772107841472
0,0,0,0,50,1,1,2,1,0,0,0,1,1,1,1,0,106.98582211532371,5559.558047636043
1,0,1,0,62,1,1,1,0,1,1,1,1,0,1,0,2,84.5459914567554,5149.4710765082755
0,0,0,0,26,1,0,2,0,0,0,0,0,1,0,1,0,86.46602984691349,2282.8311873168495
0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,71.04624407283357,146.79097551509247
0,0,0,0,17,1,0,2,0,0,0,0,0,0,0,1,0,69.99843240278173,1144.5080731256742
1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,1,0,55.870865575008644,721.2659145750143
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,1,70.05501082233576,529.312321083485
0,0,0,0,66,1,1,2,0,0,0,0,1,0,0,1,3,102.49301417070434,6883.988708051589
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,54.14910995992821,191.6372995797185
0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,1,1,76.27580853656545,226.6358025842169
0,0,0,0,51,1,1,1,0,0,1,0,0,0,2,0,0,91.80826326383422,4759.817451051562
0,0,1,0,11,1,0,2,0,0,0,0,1,1,0,1,0,100.53832327567419,1150.13118554686
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,19.68871000257544,19.68871000257544
0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,88.4826203115851,399.5663580539378
0,0,0,0,10,1,0,2,0,0,0,0,1,1,0,1,0,98.42180177266094,1063.5530810635967
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,50.472227701669844,50.472227701669844
0,0,0,0,13,1,0,2,0,1,0,0,0,0,0,1,0,79.14818264554687,1108.3239664211976
0,0,0,0,10,1,0,2,0,0,0,0,1,1,0,0,0,98.06970054379386,1038.2365317715057
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,80.71805184629046,158.6725949264013
1,0,0,0,21,1,1,2,0,0,0,0,0,0,0,1,0,82.73078760414298,1855.7370623805023
0,0,1,0,15,1,0,2,0,0,0,0,1,0,0,0,0,88.01580241077394,1390.0820811790807
0,0,1,0,14,1,1,2,0,0,0,0,0,0,0,1,1,88.97363206534193,1258.82822196761
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,74.9221708615591,74.9221708615591
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,24.879074978825138,26.850829468936723
0,0,1,0,4,1,1,2,0,1,0,0,0,0,0,1,1,84.88446361207463,371.8198520469365
1,0,0,0,61,1,1,1,1,0,1,0,0,1,0,0,3,88.80995567671685,5350.981047507718
0,0,0,0,4,1,1,2,0,0,0,0,1,1,0,1,0,100.01891864920897,351.021297700777
0,0,0,0,9,1,0,2,0,0,0,0,1,0,0,1,1,84.9890670593447,754.4093780395631
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19.69062309176828,19.69062309176828
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,79.80582319316946,159.16357235834113
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,75.12251172220438,143.06591774465159
1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,73.85238066070467,73.85238066070467
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,19.804395749937125,19.804395749937125
0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,50.639310012704826,396.1789079278958
0,0,0,0,7,1,1,2,0,0,0,0,0,0,0,1,0,75.13562648297567,541.288043798107
0,0,0,0,13,0,2,1,0,0,0,0,0,0,0,1,0,34.79437409432026,445.65571048896555
1,0,0,0,5,1,0,2,0,0,0,0,0,1,0,0,1,93.32768248866711,497.3084762669994
0,0,0,0,4,1,1,2,0,1,0,0,1,0,0,1,0,94.84890911602452,365.12944549764967
1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,0,81.02403006033045,416.0043179217827
1,0,0,0,2,1,0,2,0,0,0,0,1,0,0,1,0,85.98877414048972,181.85180391512395
0,0,1,0,70,1,1,2,0,1,1,0,1,1,1,1,0,108.46148694993474,7677.5393646674775
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,66.11371371753326,117.12825432684623
0,0,0,0,24,1,0,2,0,0,0,0,1,0,0,1,2,89.84381854051513,2279.2410354469853
1,0,1,1,29,0,1,1,0,0,0,0,0,0,0,0,2,37.9980436290284,1075.4235713080739
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.909357697095015,20.909357697095015
0,0,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,88.03210706716818,273.5839063816443
0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,85.92812981359523,85.92812981359523
0,0,0,0,42,1,0,2,0,0,0,0,0,0,0,1,1,77.91659112112555,3377.9362884842876
0,0,0,0,5,1,0,2,0,0,0,1,1,1,0,1,0,96.94731905278829,456.63648097212575
0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,74.90593521312766,74.90593521312766
1,0,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,94.69552380030267,167.43165188961342
1,0,1,0,59,1,1,2,0,0,1,0,1,0,0,1,0,96.64928002448106,5764.147395832654
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,45.365137534142285,45.365137534142285
0,0,1,0,51,1,1,2,0,0,0,0,1,1,0,0,3,104.29560564484125,5353.436526587971
0,0,0,0,36,1,1,2,0,1,0,0,1,0,0,1,0,97.76657086993195,3618.2746296514647
0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,69.73825622213995,69.73825622213995
1,0,1,0,10,1,1,2,0,0,0,0,0,1,0,0,0,85.27541885493119,854.9992102166476
0,0,1,0,23,0,2,1,0,0,0,0,0,0,0,0,2,36.375983499672394,806.5944018671005
0,0,0,0,6,1,0,2,0,0,0,0,1,0,0,1,0,86.04300786866065,574.6786813857127
0,0,0,1,14,1,0,1,0,0,0,0,0,0,0,1,0,62.40446541362992,937.568275681392
1,0,0,0,8,0,2,1,0,0,0,0,0,0,0,1,0,30.027603538478882,224.6196153334085
0,0,1,0,11,1,1,2,0,0,1,0,1,0,0,1,0,98.95957286981246,1058.2045629807926
0,0,0,0,16,1,0,2,0,0,0,0,0,0,0,0,2,94.83559478358102,1559.4822181516472
1,0,1,0,40,1,1,2,0,0,0,0,1,1,0,0,0,101.51205187626219,4102.7672903930425
0,0,0,0,56,1,0,2,0,0,0,0,1,1,1,1,0,96.11929829303646,5477.312778468564
0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,1,1,78.45203944233796,681.4253008571227
0,0,1,0,32,1,0,2,0,0,1,1,1,1,0,1,0,104.35836032176034,3356.024414733284
0,0,0,0,36,1,1,2,0,0,0,0,1,1,0,1,0,97.91499768480703,3598.832468566803
0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,0,95.46928772826215,95.46928772826215
0,0,0,0,15,1,0,2,0,0,1,0,1,1,0,0,0,102.07968085070573,1585.0330758923799
0,0,0,0,28,1,1,2,0,1,0,0,1,1,0,1,0,103.02001894159326,2974.073038356726
